postcode,urban_code,grade
CF118BG,C1,3
CF118BH,C1,2
CF118BJ,C1,3
CF118BL,C1,3
CF118BN,C1,3
CF118BP,C1,3
CF118BQ,C1,3
CF118BR,C1,3
CF118BS,C1,4
CF118BT,C1,4
CF118BU,C1,2
CF118BW,C1,3
CF118BX,C1,2
CF118BY,C1,2
CF118BZ,C1,2
CF118DA,C1,3
CF118DB,C1,3
CF118DD,C1,3
CF118DE,C1,3
CF118DF,C1,3
CF118DG,C1,4
CF118DH,C1,5
CF118DJ,C1,5
CF118DL,C1,5
CF118DN,C1,3
CF118DP,C1,3
CF118DR,E1,1
CF118DT,C1,4
CF118DU,C1,3
CF118DW,C1,4
CF118DX,C1,4
CF118DY,C1,4
CF118DZ,C1,4
CF118EA,C1,3
CF118EB,C1,3
CF118EE,C1,5
CF118EF,C1,6
CF118EG,C1,5
CF118EJ,C1,3
CF118EL,C1,3
CF118EN,C1,3
CF118EP,C1,4
CF118EQ,C1,4
CF118ER,C1,4
CF118ES,C1,4
CF118ET,C1,4
CF118EW,C1,2
CF118EX,C1,2
CF118EY,C1,3
CF118EZ,C1,4
CF118FS,C1,3
CF118FT,C1,4
CF118HA,C1,1
CF118HB,C1,3
CF118HD,C1,3
CF118HF,C1,1
CF118HG,C1,1
CF118HJ,C1,1
CF118HL,C1,1
CF118HP,C1,2
CF118HQ,C1,2
CF118HX,C1,2
CF118JN,C1,3
CF118JQ,C1,6
CF118LA,C1,2
CF118LR,C1,3
CF118NB,C1,3
CF118ND,C1,3
CF118NE,C1,3
CF118NN,C1,1
CF118PD,C1,3
CF118PL,C1,4
CF118PN,C1,4
CF118PW,C1,5
CF118QF,C1,5
CF118QY,C1,5
CF118RR,C1,6
CF118SE,C1,4
CF118TA,C1,2
CF118TB,C1,4
CF118TE,C1,2
CF118TF,C1,3
CF118TJ,C1,5
CF118TL,C1,4
CF118TN,C1,5
CF118TQ,C1,6
CF118TS,C1,4
CF118TT,C1,4
CF118TU,C1,5
CF118TW,C1,6
CF118TX,C1,5
CF118TY,C1,3
CF118TZ,C1,5
CF118UE,C1,5
CF118UL,C1,1
CF118UP,C1,4
CF118UT,C1,5
CF118UU,C1,3
CF118UY,C1,1
CF118WD,C1,4
CF118WF,C1,2
CF118XA,C1,5
CF118XB,C1,4
CF118XH,C1,4
CF118XN,C1,2
CF118YF,C1,2
CF118YH,C1,2
CF118YN,C1,4
CF118YZ,C1,1
CF118ZD,C1,2
CF118ZE,C1,2
CF118ZF,C1,2
CF118ZG,C1,2
CF118ZH,C1,2
CF118ZJ,C1,2
CF118ZL,C1,2
CF118ZN,C1,2
CF118ZP,C1,2
CF118ZQ,C1,2
CF118ZR,C1,2
CF118ZS,C1,2
CF118ZT,C1,2
CF118ZU,C1,2
CF118ZW,C1,2
CF118ZX,C1,2
CF118ZY,C1,2
CF118ZZ,C1,2
CF119AB,C1,4
CF119AD,C1,4
CF119AE,C1,4
CF119AF,C1,3
CF119AG,C1,2
CF119AH,C1,2
CF119AJ,C1,1
CF119AL,C1,1
CF119AN,C1,1
CF119AP,C1,1
CF119AR,C1,1
CF119AS,C1,1
CF119AT,C1,1
CF119AU,C1,3
CF119AW,C1,3
CF119AY,C1,3
CF119BA,C1,1
CF119BD,C1,2
CF119BE,C1,2
CF119BF,C1,2
CF119BG,C1,1
CF119BH,C1,2
CF119BJ,C1,4
CF119BL,C1,2
CF119BP,C1,3
CF119BQ,C1,2
CF119BR,C1,3
CF119BS,C1,3
CF119BT,C1,3
CF119BU,C1,3
CF119BW,C1,2
CF119BX,C1,2
CF119BY,C1,3
CF119BZ,C1,2
CF119DA,C1,2
CF119DB,C1,2
CF119DD,C1,2
CF119DE,C1,2
CF119DF,C1,2
CF119DG,C1,2
CF119DH,C1,2
CF119DJ,C1,2
CF119DL,C1,2
CF119DN,C1,2
CF119DP,C1,1
CF119DQ,C1,2
CF119DR,C1,3
CF119DS,C1,1
CF119DT,C1,3
CF119DU,C1,2
CF119DW,C1,2
CF119DX,C1,1
CF119DY,C1,1
CF119DZ,C1,1
CF119EA,C1,1
CF119EB,C1,1
CF119ED,C1,2
CF119EE,C1,1
CF119EF,C1,1
CF119EG,C1,1
CF119EH,C1,2
CF119EJ,C1,2
CF119EL,C1,2
CF119EN,C1,2
CF119EP,C1,2
CF119EQ,C1,3
CF119ER,C1,2
CF119ES,C1,2
CF119ET,C1,2
CF119EU,C1,2
CF119EW,C1,3
CF119EX,C1,3
CF119EY,C1,3
CF119EZ,C1,1
CF119FA,C1,2
CF119FB,C1,4
CF119FE,C1,1
CF119FF,C1,2
CF119FG,C1,3
CF119FH,C1,4
CF119FR,C1,4
CF119HA,C1,3
CF119HB,C1,3
CF119HD,C1,3
CF119HE,C1,3
CF119HF,C1,3
CF119HG,C1,2
CF119HH,C1,2
CF119HJ,C1,3
CF119HL,C1,2
CF119HN,C1,2
CF119HP,C1,2
CF119HQ,C1,2
CF119HR,C1,3
CF119HS,C1,3
CF119HT,C1,3
CF119HU,C1,3
CF119HW,C1,4
CF119HX,C1,5
CF119HY,C1,4
CF119HZ,C1,5
CF119JA,C1,3
CF119JB,C1,3
CF119JD,C1,3
CF119JE,C1,3
CF119JF,C1,3
CF119JG,C1,3
CF119JH,C1,3
CF119JJ,C1,4
CF119JL,C1,4
CF119JN,C1,4
CF119JP,C1,4
CF119JQ,C1,4
CF119JR,C1,4
CF119JS,C1,4
CF119JT,C1,4
CF119JU,C1,4
CF119JW,C1,4
CF119JX,C1,3
CF119JY,C1,3
CF119JZ,C1,3
CF119LA,C1,3
CF119LB,C1,4
CF119LE,C1,3
CF119LJ,C1,4
CF119LL,C1,3
CF119LN,C1,3
CF119LP,C1,3
CF119LQ,C1,3
CF119LR,C1,3
CF119LZ,C1,3
CF119NA,C1,1
CF119ND,C1,1
CF119NE,C1,1
CF119NF,C1,1
CF119NG,C1,1
CF119NH,C1,2
CF119NJ,C1,1
CF119NL,C1,1
CF119NN,C1,1
CF119NP,C1,1
CF119NQ,C1,2
CF119NR,C1,2
CF119NS,C1,1
CF119NT,C1,2
CF119NU,C1,3
CF119NW,C1,3
CF119NX,C1,1
CF119NY,C1,1
CF119NZ,C1,1
CF119PA,C1,2
CF119PB,C1,1
CF119PD,C1,2
CF119PE,C1,2
CF119PF,C1,2
CF119PG,C1,3
CF119PH,C1,3
CF119PJ,C1,3
CF119PL,C1,3
CF119PN,C1,3
CF119PP,C1,3
CF119PQ,C1,3
CF119PR,C1,3
CF119PS,C1,3
CF119PT,C1,2
CF119PU,C1,2
CF119PW,C1,2
CF119PX,C1,3
CF119PY,C1,3
CF119PZ,C1,2
CF119QA,C1,3
CF119QB,C1,2
CF119QD,C1,3
CF119QE,C1,3
CF119QF,C1,2
CF119QG,C1,3
CF119QH,C1,3
CF119QJ,C1,4
CF119QL,C1,2
CF119QN,C1,3
CF119SB,C1,4
CF119SD,C1,4
CF119SH,C1,2
CF119SN,C1,3
CF119SW,C1,4
CF119SZ,C1,4
CF119TB,C1,1
CF119TN,C1,1
CF119TQ,C1,1
CF119UH,C1,1
CF119UP,C1,3
CF119UQ,C1,3
CF119WN,C1,2
CF119XB,C1,3
CF119XE,C1,2
CF119XF,C1,3
CF119XN,C1,2
CF119XR,C1,4
CF119YQ,C1,2
CF119YR,C1,2
CF119ZA,C1,2
CF140AT,C1,6
CF140AY,C1,6
CF140BD,C1,6
CF140BE,C1,6
CF140BG,C1,4
CF140EP,C1,6
CF140EQ,C1,5
CF140ER,C1,6
CF140ES,C1,5
CF140ET,C1,4
CF140EU,C1,5
CF140EW,C1,4
CF140EX,C1,5
CF140EY,C1,5
CF140EZ,C1,4
CF140FJ,C1,6
CF140FL,C1,6
CF140GA,C1,3
CF140GB,C1,3
CF140GD,C1,6
CF140GE,C1,7
CF140GF,C1,7
CF140GU,C1,6
CF140HY,C1,7
CF140JB,C1,7
CF140JE,C1,4
CF140LB,E1,4
CF140LE,E1,4
CF140LW,C1,2
CF140LX,C1,3
CF140LY,C1,2
CF140NB,C1,2
CF140ND,C1,3
CF140NE,C1,3
CF140NF,C1,2
CF140NG,C1,2
CF140NJ,C1,1
CF140NN,C1,3
CF140NP,C1,2
CF140NQ,C1,2
CF140NR,C1,3
CF140NS,C1,3
CF140NT,C1,3
CF140NU,C1,2
CF140NW,C1,2
CF140NX,C1,2
CF140NY,C1,2
CF140NZ,C1,3
CF140PB,C1,3
CF140PE,C1,6
CF140PF,C1,7
CF140PJ,C1,7
CF140PN,C1,2
CF140RA,C1,2
CF140RB,C1,2
CF140RD,C1,2
CF140RE,C1,2
CF140RF,C1,2
CF140RG,C1,3
CF140RH,C1,2
CF140RJ,C1,3
CF140RL,C1,2
CF140RN,C1,3
CF140RP,C1,7
CF140RQ,C1,6
CF140RR,C1,6
CF140RS,C1,5
CF140RT,C1,6
CF140RU,C1,6
CF140RW,C1,6
CF140RX,C1,5
CF140RY,C1,4
CF140RZ,C1,3
CF140SA,C1,2
CF140SB,C1,2
CF140SD,C1,3
CF140SE,C1,3
CF140SF,C1,4
CF140SG,C1,6
CF140SH,C1,7
CF140SJ,C1,6
CF140SL,C1,6
CF140SN,C1,7
CF140SP,C1,7
CF140SQ,C1,6
CF140SR,C1,5
CF140SS,C1,6
CF140ST,C1,6
CF140SU,C1,6
CF140SW,C1,5
CF140SX,C1,6
CF140SY,C1,6
CF140SZ,C1,6
CF140TA,C1,6
CF140TB,C1,6
CF140TD,C1,6
CF140TE,C1,6
CF140TF,C1,6
CF140TG,C1,6
CF140TH,C1,6
CF140TJ,C1,6
CF140TL,C1,5
CF140TN,C1,5
CF140TP,C1,6
CF140TQ,C1,5
CF140TR,C1,6
CF140TS,C1,7
CF140TT,C1,4
CF140TU,C1,7
CF140TY,C1,3
CF140UD,C1,6
CF140UE,C1,6
CF140UF,C1,7
CF140UG,C1,6
CF140UH,C1,6
CF140UJ,C1,6
CF140UL,C1,6
CF140UN,C1,6
CF140UP,C1,5
CF140UQ,C1,4
CF140UR,C1,4
CF140US,C1,5
CF140XA,C1,3
CF140XB,C1,3
CF140XD,C1,4
CF140XE,C1,4
CF140XF,C1,4
CF140XG,C1,5
CF140XH,C1,4
CF140XJ,C1,5
CF140XL,C1,4
CF140XN,C1,5
CF140XP,C1,4
CF140XQ,C1,3
CF140XR,C1,5
CF140XS,C1,5
CF140YW,C1,2
CF140ZA,C1,4
CF141AA,C1,2
CF141AB,C1,2
CF141AD,C1,2
CF141AE,C1,2
CF141AF,C1,2
CF141AG,C1,2
CF141AH,C1,1
CF141AJ,C1,2
CF141AL,C1,2
CF141AN,C1,2
CF141AP,C1,2
CF141AQ,C1,2
CF141AR,C1,2
CF141AS,C1,1
CF141AT,C1,1
CF141AU,C1,1
CF141AW,C1,1
CF141AX,C1,2
CF141AY,C1,2
CF141AZ,C1,2
CF141BA,C1,2
CF141BB,C1,2
CF141BD,C1,2
CF141BE,C1,2
CF141BG,C1,2
CF141BH,C1,2
CF141BJ,C1,3
CF141BL,C1,3
CF141BN,C1,2
CF141BP,C1,3
CF141BQ,C1,2
CF141BR,C1,3
CF141BS,C1,2
CF141BT,C1,1
CF141BU,C1,1
CF141BW,C1,2
CF141BX,C1,2
CF141BY,C1,1
CF141BZ,C1,5
CF141DA,C1,2
CF141DB,C1,2
CF141DD,C1,2
CF141DE,C1,3
CF141DF,C1,6
CF141DG,C1,2
CF141DH,C1,2
CF141DJ,C1,2
CF141DL,C1,6
CF141DN,C1,3
CF141DP,C1,3
CF141DQ,C1,2
CF141DR,C1,2
CF141DS,C1,3
CF141DT,C1,3
CF141DU,C1,3
CF141DW,C1,5
CF141DX,C1,5
CF141DY,C1,5
CF141DZ,C1,5
CF141EA,C1,5
CF141EB,C1,5
CF141ED,C1,5
CF141EE,C1,5
CF141EF,C1,5
CF141EG,C1,6
CF141EH,C1,2
CF141EJ,C1,5
CF141EL,C1,5
CF141EP,C1,4
CF141EQ,C1,5
CF141EZ,C1,4
CF141HA,C1,5
CF141HB,C1,5
CF141HD,C1,4
CF141HE,C1,5
CF141HF,C1,5
CF141HG,C1,5
CF141HH,C1,4
CF141HJ,C1,4
CF141HL,C1,4
CF141HN,C1,4
CF141HP,C1,5
CF141HQ,C1,5
CF141HR,C1,5
CF141HS,C1,5
CF141HT,C1,5
CF141HU,C1,6
CF141HW,C1,6
CF141HX,C1,6
CF141HY,C1,5
CF141HZ,C1,5
CF141JE,C1,4
CF141JL,C1,3
CF141JN,C1,3
CF141JP,C1,3
CF141JQ,C1,3
CF141JR,C1,5
CF141JS,C1,3
CF141JT,C1,3
CF141JU,C1,3
CF141JW,C1,4
CF141JX,C1,5
CF141JY,C1,5
CF141JZ,C1,4
CF141LA,C1,3
CF141LB,C1,4
CF141LD,C1,4
CF141LE,C1,4
CF141LF,C1,4
CF141LG,C1,2
CF141LP,C1,2
CF141LQ,C1,2
CF141LR,C1,2
CF141LS,C1,2
CF141LT,C1,2
CF141LU,C1,2
CF141LW,C1,2
CF141LX,C1,3
CF141LY,C1,2
CF141LZ,C1,2
CF141NA,C1,3
CF141NB,C1,3
CF141ND,C1,3
CF141NE,C1,3
CF141NF,C1,2
CF141NG,C1,3
CF141NH,C1,3
CF141NJ,C1,3
CF141NL,C1,3
CF141NN,C1,2
CF141NP,C1,3
CF141NQ,C1,3
CF141NR,C1,3
CF141NS,C1,3
CF141NT,C1,3
CF141NU,C1,4
CF141NW,C1,3
CF141NX,C1,3
CF141NY,C1,3
CF141NZ,C1,2
CF141PA,C1,3
CF141PB,C1,2
CF141PD,C1,2
CF141PE,C1,2
CF141PF,C1,3
CF141PG,C1,3
CF141PH,C1,3
CF141PJ,C1,3
CF141PL,C1,3
CF141PN,C1,3
CF141PP,C1,3
CF141PQ,C1,3
CF141PR,C1,3
CF141PS,C1,3
CF141PT,C1,4
CF141PU,C1,4
CF141PW,C1,3
CF141PX,C1,4
CF141PY,C1,3
CF141PZ,C1,3
CF141QA,C1,3
CF141QB,C1,4
CF141QD,C1,3
CF141QE,C1,3
CF141QF,C1,3
CF141QG,C1,3
CF141QH,C1,4
CF141QJ,C1,4
CF141QL,C1,4
CF141QN,C1,4
CF141QP,C1,4
CF141QQ,C1,4
CF141RA,C1,5
CF141RB,C1,5
CF141RD,C1,4
CF141RE,C1,4
CF141RF,C1,3
CF141RG,C1,5
CF141RH,C1,5
CF141RJ,C1,4
CF141RL,C1,4
CF141RN,C1,2
CF141RP,C1,2
CF141RQ,C1,2
CF141RR,C1,5
CF141RS,C1,5
CF141RT,C1,5
CF141RU,C1,5
CF141RW,C1,5
CF141RX,C1,5
CF141RY,C1,5
CF141RZ,C1,4
CF141SA,C1,4
CF141SB,C1,4
CF141SD,C1,5
CF141SR,C1,2
CF141SS,C1,1
CF141ST,C1,2
CF141SU,C1,3
CF141SW,C1,2
CF141SY,C1,2
CF141SZ,C1,2
CF141TA,C1,2
CF141TB,C1,3
CF141TD,C1,2
CF141TE,C1,3
CF141TF,C1,3
CF141TG,C1,3
CF141TH,C1,3
CF141TS,C1,4
CF141TT,C1,4
CF141TU,C1,5
CF141TW,C1,4
CF141TX,C1,3
CF141TY,C1,3
CF141TZ,C1,2
CF141UA,C1,5
CF141UB,C1,4
CF141UD,C1,4
CF141UE,C1,3
CF141UF,C1,2
CF141UG,C1,2
CF141UH,C1,2
CF141UJ,C1,2
CF141UL,C1,3
CF141UN,C1,5
CF141UP,C1,4
CF141UQ,C1,5
CF141UR,C1,5
CF141US,C1,4
CF141UT,C1,2
CF141UU,C1,1
CF141WL,C1,2
CF141XG,C1,2
CF141XQ,C1,1
CF142AA,C1,1
CF142AB,C1,1
CF142AD,C1,1
CF142AE,C1,1
CF142AF,C1,1
CF142AG,C1,1
CF142AH,C1,1
CF142AJ,C1,1
CF142AL,C1,1
CF142AN,C1,1
CF142AP,C1,1
CF142AQ,C1,1
CF142AR,C1,2
CF142AS,C1,1
CF142AT,C1,1
CF142AU,C1,2
CF142AW,C1,2
CF142AX,C1,1
CF142AY,C1,1
CF142AZ,C1,3
CF142BA,C1,2
CF142BH,C1,4
CF142BL,C1,3
CF142BN,C1,3
CF142BP,C1,3
CF142BQ,C1,2
CF142BR,C1,2
CF142BS,C1,2
CF142BT,C1,2
CF142BU,C1,2
CF142BW,C1,3
CF142BX,C1,2
CF142BY,C1,2
CF142BZ,C1,3
CF142DA,C1,2
CF142DB,C1,1
CF142DD,C1,1
CF142DE,C1,1
CF142DF,C1,2
CF142DG,C1,2
CF142DH,C1,4
CF142DJ,C1,3
CF142DX,C1,1
CF142DY,C1,2
CF142DZ,C1,1
CF142EA,C1,2
CF142EB,C1,2
CF142ED,C1,3
CF142EE,C1,3
CF142EF,C1,3
CF142EG,C1,3
CF142EH,C1,2
CF142EJ,C1,3
CF142EL,C1,3
CF142EN,C1,2
CF142EP,C1,2
CF142EZ,C1,3
CF142FA,C1,3
CF142FB,C1,2
CF142FD,C1,3
CF142FE,C1,3
CF142FF,C1,2
CF142FG,C1,2
CF142FH,C1,3
CF142FJ,C1,3
CF142FL,C1,3
CF142FN,C1,3
CF142FP,C1,4
CF142FQ,C1,3
CF142FR,C1,3
CF142FS,C1,4
CF142FT,C1,4
CF142FU,C1,3
CF142FW,C1,3
CF142FX,C1,3
CF142FY,C1,3
CF142FZ,C1,2
CF142GA,C1,4
CF142HA,C1,2
CF142HB,C1,4
CF142HD,C1,3
CF142HE,C1,3
CF142HF,C1,4
CF142HG,C1,3
CF142HJ,C1,1
CF142HL,C1,1
CF142HN,C1,4
CF142HP,C1,4
CF142HQ,C1,2
CF142HR,C1,2
CF142HS,C1,1
CF142HT,C1,1
CF142HU,C1,1
CF142HW,C1,1
CF142HX,C1,1
CF142HY,C1,1
CF142HZ,C1,1
CF142JA,C1,1
CF142JB,C1,1
CF142JD,C1,1
CF142JE,C1,1
CF142JF,C1,1
CF142JG,C1,1
CF142JH,C1,1
CF142JJ,C1,1
CF142JL,C1,1
CF142JN,C1,2
CF142JP,C1,2
CF142JQ,C1,2
CF142JY,C1,1
CF142JZ,C1,1
CF142LA,C1,1
CF142LB,C1,2
CF142LD,C1,1
CF142LE,C1,2
CF142LF,C1,2
CF142LG,C1,1
CF142LH,C1,2
CF142LJ,C1,1
CF142LL,C1,2
CF142LN,C1,1
CF142LP,C1,1
CF142LQ,C1,1
CF142LR,C1,2
CF142LS,C1,2
CF142LT,C1,2
CF142LU,C1,2
CF142LW,C1,1
CF142LX,C1,1
CF142LY,C1,2
CF142LZ,C1,2
CF142NA,C1,2
CF142NB,C1,2
CF142ND,C1,3
CF142NN,C1,2
CF142NP,C1,3
CF142NQ,C1,4
CF142NR,C1,1
CF142NS,C1,2
CF142NT,C1,3
CF142NU,C1,3
CF142NW,C1,4
CF142NX,C1,1
CF142NY,C1,1
CF142NZ,C1,3
CF142PA,C1,2
CF142PB,C1,1
CF142PD,C1,1
CF142PE,C1,1
CF142PF,C1,2
CF142PG,C1,1
CF142PH,C1,1
CF142PJ,C1,1
CF142PL,C1,2
CF142PN,C1,2
CF142PP,C1,2
CF142PQ,C1,2
CF142PR,C1,1
CF142PS,C1,2
CF142PT,C1,3
CF142PU,C1,2
CF142PW,C1,2
CF142PX,C1,2
CF142PY,C1,2
CF142PZ,C1,2
CF142QF,C1,4
CF142QG,C1,3
CF142QH,C1,1
CF142QJ,C1,1
CF142QL,C1,1
CF142QN,C1,1
CF142QP,C1,1
CF142QQ,C1,2
CF142QR,C1,1
CF142QS,C1,1
CF142QT,C1,1
CF142QU,C1,3
CF142QW,C1,3
CF142QX,C1,3
CF142QY,C1,3
CF142QZ,C1,3
CF142RA,C1,3
CF142RB,C1,3
CF142RD,C1,4
CF142RS,C1,3
CF142RT,C1,2
CF142RU,C1,2
CF142RW,C1,4
CF142RX,C1,3
CF142RY,C1,3
CF142RZ,C1,4
CF142SA,C1,4
CF142SB,C1,4
CF142SD,C1,4
CF142SE,C1,4
CF142SF,C1,4
CF142SG,C1,4
CF142SH,C1,3
CF142SJ,C1,3
CF142SN,C1,3
CF142SP,C1,3
CF142SQ,C1,3
CF142SR,C1,3
CF142SS,C1,3
CF142ST,C1,3
CF142TA,C1,3
CF142TB,C1,3
CF142TD,C1,1
CF142TE,C1,1
CF142TF,C1,1
CF142TG,C1,2
CF142TH,C1,3
CF142TJ,C1,2
CF142TL,C1,1
CF142TS,C1,4
CF142TT,C1,3
CF142TZ,C1,2
CF142XH,C1,1
CF142XJ,C1,1
CF142YN,C1,4
CF142YS,C1,4
CF143AB,C1,3
CF143AD,C1,3
CF143AE,C1,4
CF143AF,C1,4
CF143AG,C1,4
CF143AH,C1,5
CF143AJ,C1,3
CF143AL,C1,4
CF143AN,C1,4
CF143AP,C1,3
CF143AQ,C1,4
CF143AR,C1,4
CF143AS,C1,4
CF143AT,C1,5
CF143AU,C1,4
CF143AW,C1,5
CF143AX,C1,5
CF143AY,C1,5
CF143BA,C1,6
CF143BE,C1,5
CF143BF,C1,5
CF143BH,C1,4
CF143BJ,C1,4
CF143BL,C1,5
CF143BN,C1,5
CF143BP,C1,6
CF143BQ,C1,5
CF143BR,C1,3
CF143BS,C1,3
CF143BT,C1,3
CF143BU,C1,3
CF143BW,C1,3
CF143BX,C1,3
CF143BY,C1,4
CF143BZ,C1,3
CF143DA,C1,4
CF143DB,C1,4
CF143DD,C1,4
CF143DE,C1,3
CF143DH,C1,5
CF143DR,C1,5
CF143DS,C1,5
CF143DT,C1,5
CF143DU,C1,5
CF143DW,C1,4
CF143DX,C1,5
CF143DY,C1,5
CF143DZ,C1,5
CF143EA,C1,5
CF143EB,C1,6
CF143ED,C1,4
CF143EE,C1,6
CF143EF,C1,6
CF143EG,C1,5
CF143EH,C1,5
CF143GH,C1,5
CF143HB,C1,5
CF143HH,C1,6
CF143HJ,C1,6
CF143HL,C1,5
CF143HN,C1,5
CF143HP,C1,5
CF143HQ,C1,5
CF143HR,C1,5
CF143HS,C1,4
CF143HT,C1,5
CF143HU,C1,5
CF143HW,C1,5
CF143HX,C1,4
CF143HY,C1,4
CF143JL,C1,1
CF143JN,C1,4
CF143JP,C1,4
CF143JQ,C1,5
CF143JR,C1,5
CF143JS,C1,1
CF143JU,C1,5
CF143JW,C1,5
CF143JX,C1,4
CF143JY,C1,4
CF143JZ,C1,4
CF143LA,C1,4
CF143LB,C1,4
CF143LD,C1,4
CF143LE,C1,4
CF143LF,C1,4
CF143LG,C1,4
CF143LW,C1,2
CF143LX,C1,2
CF143LY,C1,3
CF143LZ,C1,3
CF143NA,C1,4
CF143NB,C1,4
CF143ND,C1,4
CF143NE,C1,5
CF143NF,C1,5
CF143NG,C1,5
CF143NH,C1,5
CF143NJ,C1,4
CF143NL,C1,4
CF143NN,C1,3
CF143NP,C1,4
CF143NQ,C1,3
CF143NR,C1,4
CF143NS,C1,4
CF143NT,C1,5
CF143NU,C1,5
CF143NW,C1,5
CF143NX,C1,6
CF143NY,C1,4
CF143PH,C1,3
CF143PJ,C1,4
CF143PL,C1,4
CF143PN,C1,2
CF143PP,C1,2
CF143PQ,C1,3
CF143PR,C1,2
CF143PS,C1,2
CF143PT,C1,2
CF143PU,C1,2
CF143PW,C1,3
CF143PX,C1,3
CF143PY,C1,3
CF143PZ,C1,3
CF143QA,C1,3
CF143QB,C1,3
CF143QD,C1,3
CF143QE,C1,3
CF143QF,C1,4
CF143QG,C1,4
CF143QH,C1,2
CF143QJ,C1,3
CF143QL,C1,3
CF143QN,C1,3
CF143QU,C1,3
CF143QX,C1,3
CF143QY,C1,5
CF143QZ,C1,5
CF143RA,C1,4
CF143RB,C1,5
CF143RD,C1,5
CF143RE,C1,4
CF143RF,C1,3
CF143RG,C1,2
CF143RH,C1,3
CF143RJ,C1,2
CF143RL,C1,3
CF143TG,C1,4
CF143UA,C1,3
CF143UB,C1,3
CF143UQ,C1,2
CF143UU,C1,4
CF143UX,C1,5
CF143UY,C1,5
CF143UZ,C1,3
CF143WE,C1,4
CF143XD,C1,4
CF143XG,C1,3
CF143XN,C1,4
CF143XP,C1,5
CF143XQ,C1,4
CF143XZ,C1,4
CF143YE,C1,2
CF143YP,C1,4
CF143ZA,C1,3
CF144AA,C1,5
CF144AB,C1,6
CF144AD,C1,6
CF144AE,C1,5
CF144AF,C1,6
CF144AG,C1,5
CF144AH,C1,5
CF144AJ,C1,5
CF144AL,C1,6
CF144AN,C1,6
CF144AP,C1,6
CF144AQ,C1,6
CF144AR,C1,6
CF144AS,C1,5
CF144AT,C1,5
CF144AU,C1,6
CF144AW,C1,4
CF144BD,C1,6
CF144BE,C1,6
CF144BG,C1,6
CF144BH,C1,6
CF144BJ,C1,5
CF144BL,C1,4
CF144BN,C1,3
CF144BP,C1,5
CF144BQ,C1,5
CF144BR,C1,4
CF144BS,C1,3
CF144BT,C1,4
CF144DA,C1,6
CF144DB,C1,6
CF144DD,C1,6
CF144DE,C1,6
CF144DF,C1,6
CF144DG,C1,5
CF144DH,C1,6
CF144DJ,C1,5
CF144DL,C1,6
CF144DN,C1,6
CF144DP,C1,6
CF144DQ,C1,5
CF144EA,C1,6
CF144EB,C1,6
CF144ED,C1,6
CF144EE,C1,5
CF144EF,C1,5
CF144EG,C1,4
CF144EH,C1,3
CF144EJ,C1,3
CF144EL,C1,3
CF144EN,C1,3
CF144EP,C1,4
CF144EQ,C1,5
CF144ER,C1,5
CF144GH,C1,2
CF144HA,C1,3
CF144HB,C1,4
CF144HD,C1,4
CF144HE,C1,5
CF144HF,C1,3
CF144HG,C1,4
CF144HH,C1,5
CF144HJ,C1,5
CF144HL,C1,4
CF144HN,C1,4
CF144HP,C1,2
CF144HQ,C1,3
CF144HR,C1,2
CF144HS,C1,1
CF144HT,C1,1
CF144HU,C1,3
CF144HW,C1,3
CF144HX,C1,3
CF144HY,C1,4
CF144HZ,C1,4
CF144JL,C1,5
CF144JN,C1,5
CF144JP,C1,5
CF144JQ,C1,5
CF144JR,C1,5
CF144JS,C1,5
CF144JT,C1,5
CF144JU,C1,5
CF144JW,C1,5
CF144JX,C1,5
CF144JY,C1,5
CF144JZ,C1,5
CF144LA,C1,5
CF144LB,C1,5
CF144LD,C1,5
CF144LS,C1,5
CF144LT,C1,4
CF144LU,C1,4
CF144LW,C1,4
CF144LX,C1,4
CF144LY,C1,4
CF144LZ,C1,3
CF144NA,C1,4
CF144NB,C1,4
CF144ND,C1,5
CF144NE,C1,5
CF144NF,C1,3
CF144NG,C1,3
CF144NH,C1,3
CF144NJ,C1,3
CF144NL,C1,4
CF144NN,C1,4
CF144NP,C1,4
CF144NQ,C1,4
CF144NR,C1,4
CF144NS,C1,4
CF144NT,C1,3
CF144NU,C1,5
CF144NW,C1,5
CF144NX,C1,5
CF144NY,C1,5
CF144NZ,C1,5
CF144PA,C1,5
CF144PB,C1,5
CF144PD,C1,5
CF144PE,C1,5
CF144PF,C1,5
CF144PG,C1,4
CF144PH,C1,4
CF144PJ,C1,4
CF144PL,C1,5
CF144PN,C1,4
CF144PP,C1,4
CF144PQ,C1,3
CF144PR,C1,3
CF144PT,C1,3
CF144PW,C1,3
CF144PY,C1,3
CF144PZ,C1,3
CF144QA,C1,5
CF144QB,C1,5
CF144QD,C1,4
CF144QE,C1,4
CF144QF,C1,3
CF144QG,C1,5
CF144QH,C1,5
CF144QJ,C1,4
CF144QL,C1,4
CF144QN,C1,4
CF144QP,C1,4
CF144QQ,C1,4
CF144QR,C1,4
CF144QS,C1,4
CF144QT,C1,4
CF144QU,C1,4
CF144QW,C1,4
CF144QX,C1,4
CF144QY,C1,5
CF144QZ,C1,5
CF144RA,C1,4
CF144SA,C1,2
CF144SB,C1,2
CF144SD,C1,3
CF144SE,C1,3
CF144SF,C1,3
CF144SG,C1,3
CF144SH,C1,3
CF144SJ,C1,3
CF144SL,C1,3
CF144SN,C1,3
CF144SP,C1,3
